,artist,album,track_name,track_id,danceability,energy,valence,tempo,duration_ms
48,Taylor Swift,Red (Taylor's Version),I Knew You Were Trouble (Taylor's Version),6AtZLIzUINvExIUy4QhdjP,0.584,0.557,0.767,154.008,219760
49,Taylor Swift,Red (Taylor's Version),All Too Well (Taylor's Version),3nsfB1vus2qaloUdcBZvDu,0.44,0.528,0.132,185.972,329160
50,Taylor Swift,Red (Taylor's Version),22 (Taylor's Version),3yII7UwgLF6K5zW3xad3MP,0.642,0.695,0.642,103.984,230960
51,Taylor Swift,Red (Taylor's Version),I Almost Do (Taylor's Version),2r9CbjYgFhtAmcFv1cSquB,0.511,0.559,0.248,145.88,244587
52,Taylor Swift,Red (Taylor's Version),We Are Never Ever Getting Back Together (Taylor's Version),5YqltLsjdqFtvqE7Nrysvs,0.567,0.686,0.716,172.014,193147
53,Taylor Swift,Red (Taylor's Version),Stay Stay Stay (Taylor's Version),7eQj6r5PIdYKEIZjucBMcq,0.693,0.681,0.663,100.02,205787
54,Taylor Swift,Red (Taylor's Version),The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),0y6kdSRCVQhSsHSpWvTUm7,0.502,0.534,0.155,94.05,299080
55,Taylor Swift,Red (Taylor's Version),Holy Ground (Taylor's Version),7J4b3LVCIGO4CMBDFLPoP6,0.622,0.809,0.511,156.894,202960
56,Taylor Swift,Red (Taylor's Version),Sad Beautiful Tragic (Taylor's Version),73qMN9bXy7MSPwwGfH3wQr,0.601,0.406,0.232,130.059,284773
57,Taylor Swift,Red (Taylor's Version),The Lucky One (Taylor's Version),4e5ayHsOLJNLTGfjau2mEw,0.686,0.571,0.538,117.889,240467
58,Taylor Swift,Red (Taylor's Version),Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),7qEUFOVcxRI19tbT68JcYK,0.498,0.61,0.474,79.918,245427
59,Taylor Swift,Red (Taylor's Version),Starlight (Taylor's Version),7A2cNLRT0YJc1yjxHlKihs,0.628,0.685,0.605,126.014,220413
60,Taylor Swift,Red (Taylor's Version),Begin Again (Taylor's Version),05GsNucq8Bngd9fnd4fRa0,0.519,0.527,0.267,78.915,238867
61,Taylor Swift,Red (Taylor's Version),The Moment I Knew (Taylor's Version),0NRHj8hDwwmSPaA41o379r,0.636,0.402,0.208,125.952,285280
62,Taylor Swift,Red (Taylor's Version),Come Back...Be Here (Taylor's Version),4pNApnaUWAL2J4KO2eqokq,0.46,0.632,0.399,79.846,223333
63,Taylor Swift,Red (Taylor's Version),Girl At Home (Taylor's Version),0DMVrlMUn01M0IcpDbwgu7,0.691,0.736,0.612,125.089,220520
64,Taylor Swift,Red (Taylor's Version),State Of Grace (Acoustic Version) (Taylor's Version),5jAIouBES8LWMiriuNq170,0.445,0.131,0.101,208.918,321640
65,Taylor Swift,Red (Taylor's Version),Ronan (Taylor's Version),7nWui6jiMM2m9qFmET1Mtj,0.623,0.279,0.38,116.04,264253
66,Taylor Swift,the lakes (original version),the lakes - original version,0UAdDYrkCvVQftaKpL6q5f,0.197,0.406,0.251,90.053,227203
67,Big Red Machine,Renegade (feat. Taylor Swift),Renegade (feat. Taylor Swift),1aU1wpYBSpP0M6IiihY5Ue,0.532,0.708,0.586,167.977,254467
68,Taylor Swift,folklore,cardigan,4R2kfaDFhslZEMJqAFNpdd,0.613,0.581,0.551,130.033,239560
69,Taylor Swift,folklore,exile (feat. Bon Iver),4pvb0WLRcMtbPGmtejJJ6y,0.298,0.38,0.152,75.602,285634
70,Taylor Swift,folklore,betty,5kI4eCXXzyuIUXjQra0Cxi,0.593,0.377,0.502,95.939,294521
71,Taylor Swift,folklore,this is me trying,7kt9e9LFSpN1zQtYEl19o1,0.515,0.476,0.412,135.886,195097
72,Taylor Swift,folklore,the 1,0Jlcvv8IykzHaSmj49uNW8,0.777,0.357,0.172,139.883,210252
73,Taylor Swift,folklore,the last great american dynasty,2Eeur20xVqfUoM3Q7EFPFt,0.686,0.662,0.706,147.922,230999
74,Taylor Swift,folklore,my tears ricochet,1MgV7FIyNxIG7WzMRJV5HC,0.456,0.263,0.111,129.86,255894
75,Taylor Swift,folklore,mirrorball,0ZNU020wNYvgW84iljPkPP,0.553,0.413,0.379,110.107,208978
76,Taylor Swift,folklore,seven,6KJqZcs9XDgVck7Lg9QOTC,0.596,0.488,0.415,94.926,208907
77,Taylor Swift,folklore,illicit affairs,2NmsngXHeC1GQ9wWrzhOMf,0.559,0.31,0.46,119.845,190898
78,Taylor Swift,folklore,invisible string,6VsvKPJ4xjVNKpI8VVZ3SV,0.653,0.452,0.45,83.433,252881
79,Taylor Swift,folklore,mad woman,2QDyYdZyhlP2fp79KZX8Bi,0.592,0.699,0.506,141.916,237258
80,Taylor Swift,folklore,epiphany,08fa9LFcFBTcilB3iq2e2A,0.354,0.267,0.113,94.219,289749
81,Taylor Swift,folklore,peace,7MbT4I8qGntX4fMdqMQgke,0.647,0.272,0.339,150.044,234000
82,Taylor Swift,folklore,hoax,6MWoRt97mnSTXZhu3ggi9C,0.662,0.181,0.429,118.819,220043
83,Taylor Swift,cardigan (cabin in candlelight version),cardigan - cabin in candlelight version,2hmafYGj1CXYKIYcMnX4lj,0.652,0.237,0.367,129.976,228000
84,Taylor Swift,folklore (deluxe version),the lakes - bonus track,0eFQWVz0qIxDOvhLpZ40P7,0.313,0.258,0.268,179.947,211813
85,Taylor Swift,Love Story (Taylor’s Version),Love Story (Taylor’s Version),3CeCwYWvdfXbZLXFhBrbnf,0.626,0.79,0.416,119.082,235767
86,Taylor Swift,Fearless (Taylor's Version),Fearless (Taylor’s Version),77sMIMlNaSURUAXq5coCxE,0.569,0.741,0.43,100.118,241592
87,Taylor Swift,Fearless (Taylor's Version),Fifteen (Taylor’s Version),2nqio0SfWg6gh2eCtfuMa5,0.559,0.646,0.289,95.466,294419
88,Taylor Swift,Fearless (Taylor's Version),Love Story (Taylor’s Version),6YvqWjhGD8mB5QXcbcUKtx,0.627,0.792,0.415,119.054,235767
89,Taylor Swift,Fearless (Taylor's Version),Hey Stephen (Taylor’s Version),550erGcdD9n6PnwxrvYqZT,0.788,0.571,0.797,115.99,254255
90,Taylor Swift,Fearless (Taylor's Version),White Horse (Taylor’s Version),5YL553x8sHderRBDlm3NM3,0.423,0.517,0.366,185.262,234516
91,Taylor Swift,Fearless (Taylor's Version),You Belong With Me (Taylor’s Version),1qrpoAMXodY6895hGKoUpA,0.632,0.773,0.474,130.033,231124
92,Taylor Swift,Fearless (Taylor's Version),Breathe (feat. Colbie Caillat) (Taylor’s Version),7HC7R2D8WjXVcUHJyEGjRs,0.506,0.626,0.321,148.035,263377
93,Taylor Swift,Fearless (Taylor's Version),Tell Me Why (Taylor’s Version),0k0vFacOHNuArLWMiH60p7,0.578,0.909,0.541,100.023,200576
94,Taylor Swift,Fearless (Taylor's Version),You’re Not Sorry (Taylor’s Version),6iiAfo4wTA2CVC3Uwx9uh8,0.506,0.444,0.241,133.873,261843
95,Taylor Swift,Fearless (Taylor's Version),The Way I Loved You (Taylor’s Version),22bPsP2jCgbLUvh82U0Z3M,0.402,0.732,0.472,161.032,243137
96,Taylor Swift,Fearless (Taylor's Version),Forever & Always (Taylor’s Version),1msEuwSBneBKpVCZQcFTsU,0.598,0.821,0.673,128.03,225328
97,Taylor Swift,Fearless (Taylor's Version),The Best Day (Taylor’s Version),6ON9UuIq49xXY9GPmHIYRp,0.642,0.576,0.469,125.0,245290
98,Taylor Swift,Fearless (Taylor's Version),Change (Taylor’s Version),3ExweHKZF9B752DPQByRVT,0.499,0.815,0.344,95.999,279360
99,Taylor Swift,Fearless (Taylor's Version),Jump Then Fall (Taylor’s Version),2m3ObD945KvpE5y9A1eUWm,0.572,0.69,0.624,160.111,237580
100,Taylor Swift,Fearless (Taylor's Version),Untouchable (Taylor’s Version),0tQ9vBYpldCuikPsbgOVKA,0.393,0.531,0.224,200.391,312107
101,Taylor Swift,Fearless (Taylor's Version),Forever & Always (Piano Version) (Taylor’s Version),01QdEx6kFr78ZejhQtWR5m,0.546,0.273,0.271,118.753,267833
102,Taylor Swift,Fearless (Taylor's Version),Come In With The Rain (Taylor’s Version),1n2wszmJyVkw6FHqyLnQsY,0.476,0.564,0.167,143.929,237339
103,Taylor Swift,Fearless (Taylor's Version),Superstar (Taylor’s Version),51A8eKvvZz9uydvIZ7xRSV,0.454,0.555,0.171,171.862,263865
104,Taylor Swift,Fearless (Taylor's Version),The Other Side Of The Door (Taylor’s Version),1cSFlSBdpT4F5vb1frQ231,0.432,0.873,0.629,163.936,238444
105,Taylor Swift,Fearless (Taylor's Version),Today Was A Fairytale (Taylor’s Version),2JoJrsEV15OzbijS47lids,0.482,0.779,0.328,158.162,241822
106,Taylor Swift,Fearless (Taylor's Version),You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),4CHpVfAhuxNJ3ibExe6kxO,0.599,0.494,0.44,142.893,220839
107,Taylor Swift,Fearless (Taylor's Version),Mr. Perfectly Fine (Taylor’s Version) (From The Vault),2CYVETnhM9aytqrazYYwrK,0.66,0.817,0.714,135.942,277592
108,Taylor Swift,Fearless (Taylor's Version),We Were Happy (Taylor’s Version) (From The Vault),34V9RiEPe8MNdU32qJsJa1,0.609,0.373,0.13,106.007,244237
109,Taylor Swift,Fearless (Taylor's Version),That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),7eResoqEJJAVTkQYSqvO3P,0.588,0.608,0.508,90.201,189496
110,Taylor Swift,Fearless (Taylor's Version),Don’t You (Taylor’s Version) (From The Vault),4uuEGH5SVuzkkSFjo2DEiY,0.563,0.473,0.405,101.934,208609
111,Taylor Swift,Fearless (Taylor's Version),Bye Bye Baby (Taylor’s Version) (From The Vault),4qUijfYU8EoIWiY6oSyrgT,0.624,0.624,0.527,80.132,242158
112,Taylor Swift,evermore,willow,3Uo7WG0vmLQ07WB4BDwy7D,0.392,0.579,0.549,80.961,214707
113,Taylor Swift,willow (moonlit witch version),willow - moonlit witch version,5XkJj6sV2XLMaURdmdXgNx,0.36,0.643,0.535,81.551,208867
114,Taylor Swift,willow (lonely witch version),willow - lonely witch version,0U0etHtpARihOUUY8Akc7y,0.41,0.381,0.557,80.855,214653
115,Taylor Swift,willow [dancing witch version (Elvira remix)],willow - dancing witch version (Elvira remix),2NnrAdjE9cPdMklonMBuAv,0.429,0.567,0.67,83.922,184819
116,Taylor Swift,evermore,champagne problems,6rap8NpGq8LDcVaJWkKFPn,0.463,0.248,0.325,171.346,244000
117,Taylor Swift,evermore,gold rush,2ZTKWFG6OtHI3ewy9OGNOY,0.498,0.471,0.351,112.018,185320
118,Taylor Swift,evermore,‘tis the damn season,4GBkffrtA51p17JH35irGA,0.575,0.435,0.351,145.91,229840
119,Taylor Swift,evermore,tolerate it,1t2M7UYoUpmhfZNMBsymJr,0.373,0.36,0.212,147.442,245440
120,Taylor Swift,evermore,"no body, no crime (feat. HAIM)",6NriykdkRrjQMZo1sfVYUo,0.547,0.613,0.528,79.011,215627
121,Taylor Swift,evermore,happiness,0EFdoyXHpRHhEmsOlQhIXO,0.558,0.331,0.201,122.035,315147
122,Taylor Swift,evermore,dorothea,3w9VRlKPvNxj40RdUGRweH,0.607,0.488,0.361,119.953,225880
123,Taylor Swift,evermore,coney island (feat. The National),4tyX1rw9X309WkEdh2As4B,0.529,0.536,0.304,107.873,275320
124,Taylor Swift,evermore,ivy,7tXMHAFEOzcUaUQqovRGho,0.329,0.547,0.522,86.629,260440
125,Taylor Swift,evermore,cowboy like me,3qy4znWySY3rwzS2vHDOeg,0.605,0.513,0.512,127.986,275040
126,Taylor Swift,evermore,long story short,0vVMlbdYx2080Oa9FndPZr,0.546,0.732,0.571,157.893,215920
127,Taylor Swift,evermore,marjorie,7vBNFh3NIZTj6tB5s1IBjE,0.535,0.562,0.294,96.103,257773
128,Taylor Swift,evermore,closure,3uayvzcbqFydIbgUeC6EJh,0.686,0.705,0.919,151.868,180653
129,Taylor Swift,evermore,evermore (feat. Bon Iver),0AaV4MJrgmLV3XhoiWXjjb,0.395,0.27,0.314,120.94,304107
130,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],the 1 - the long pond studio sessions,08J4bMHbILkwSIhbtrcvjN,0.708,0.25,0.156,139.803,219893
131,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],cardigan - the long pond studio sessions,3EPgWM1zfTSzEc0z4AwWTM,0.395,0.234,0.247,86.478,230680
132,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],the last great american dynasty - the long pond studio sessions,28tIMaewZuGR8urkvFhQyA,0.64,0.618,0.614,147.948,232347
133,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],exile (feat. Bon Iver) - the long pond studio sessions,7N015NTIWGjQDddHUdHPoO,0.359,0.305,0.108,151.956,279893
134,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],my tears ricochet - the long pond studio sessions,5mdNyCS7ttVcAyVYOIFEjs,0.531,0.172,0.168,129.007,295173
135,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],mirrorball - the long pond studio sessions,2yceD2hx5HhOLgkm1CITCi,0.509,0.386,0.109,109.993,237373
136,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],seven - the long pond studio sessions,4cOWq0cVsKjxaQpRMbDoH1,0.694,0.449,0.363,94.963,208987
137,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],august - the long pond studio sessions,4MGexoZc12lqE0hYkq9YYx,0.554,0.663,0.545,89.977,260000
138,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],this is me trying - the long pond studio sessions,1gaLZjPrDnHQWJds2Jg4KT,0.435,0.332,0.157,68.097,209293
139,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],illicit affairs - the long pond studio sessions,560uQyz3p5G9WdnMX39xc6,0.489,0.235,0.435,117.699,183720
140,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],invisible string - the long pond studio sessions,5KByGq0JijSSDcy0qzuINs,0.59,0.282,0.351,83.438,257360
141,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],mad woman - the long pond studio sessions,04xrhDrQ2WOW8GLwu7kbc0,0.663,0.465,0.346,141.834,238333
142,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],epiphany - the long pond studio sessions,4yyKppX85ZkmlGOC2toBZA,0.524,0.2,0.113,93.87,274880
143,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],betty - the long pond studio sessions,1mh5dObNoOvCfHmXnhvDEK,0.538,0.316,0.518,95.68,290040
144,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],peace - the long pond studio sessions,4YHHz3VIXgNDGdoL9xC1tx,0.619,0.344,0.513,149.897,214373
145,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],hoax - the long pond studio sessions,0QTBsdoJhamY3Aid3fOsOd,0.682,0.155,0.483,118.832,221800
146,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],the lakes - the long pond studio sessions,6mqyTq948oap5AkyTsd6XF,0.606,0.221,0.112,89.844,199733
147,Taylor Swift,Daylight (Live From Paris),Daylight - Live From Paris,7ryS0xBZNYjQqql34GCkDp,0.49,0.228,0.217,75.858,262320
148,Taylor Swift,Cornelia Street (Live From Paris),Cornelia Street - Live From Paris,3fGnrtrtL1IHSX9t4DKOYf,0.502,0.462,0.304,97.085,296013
149,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],the 1 - the long pond studio sessions,08J4bMHbILkwSIhbtrcvjN,0.708,0.25,0.156,139.803,219893
150,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],hoax - the long pond studio sessions,0QTBsdoJhamY3Aid3fOsOd,0.682,0.155,0.483,118.832,221800
151,Taylor Swift,Lover,The Man,3RauEVgRgj1IuWdJ9fDs70,0.777,0.658,0.633,110.048,190360
152,Taylor Swift,Lover,I Forgot That You Existed,43rA71bccXFGD4C8GOpIlN,0.664,0.316,0.541,92.875,170640
153,Taylor Swift,Lover,Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,0.552,0.702,0.564,169.994,178427
154,Taylor Swift,Lover,Lover,1dGr1c8CrMLDpV6mPbImSI,0.359,0.543,0.453,68.534,221307
155,Taylor Swift,Lover,The Man,3RauEVgRgj1IuWdJ9fDs70,0.777,0.658,0.633,110.048,190360
156,Taylor Swift,Lover,The Archer,3pHkh7d0lzM2AldUtz2x37,0.292,0.574,0.166,124.344,211240
157,Taylor Swift,Lover,I Think He Knows,2YWtcWi3a83pdEg3Gif4Pd,0.897,0.366,0.416,100.003,173387
158,Taylor Swift,Lover,Miss Americana & The Heartbreak Prince,214nt20w5wOxJnY462klLw,0.662,0.747,0.487,150.088,234147
159,Taylor Swift,Lover,Paper Rings,4y5bvROuBDPr5fuwXbIBZR,0.811,0.719,0.865,103.979,222400
160,Taylor Swift,Lover,Cornelia Street,12M5uqx0ZuwkpLp5rJim1a,0.824,0.624,0.248,102.012,287267
161,Taylor Swift,Lover,Death By A Thousand Cuts,2dgFqt3w9xIQRjhPtwNk3D,0.712,0.732,0.313,94.071,198533
162,Taylor Swift,Lover,London Boy,1LLXZFeAHK9R4xUramtUKw,0.695,0.71,0.557,157.925,190240
163,Taylor Swift,Lover,Soon You’ll Get Better (feat. The Chicks),4AYtqFyFbX0Xkc2wtcygTr,0.433,0.182,0.421,207.476,201587
164,Taylor Swift,Lover,False God,5hQSXkFgbxjZo9uCwd11so,0.739,0.32,0.351,79.97,200307
165,Taylor Swift,Lover,You Need To Calm Down,6RRNNciQGZEXnqk8SQ9yv5,0.771,0.671,0.714,85.026,171360
166,Taylor Swift,Lover,Afterglow,1SymEzIT3H8UZfibCs3TYi,0.756,0.449,0.399,111.011,223293
167,Taylor Swift,Lover,ME! (feat. Brendon Urie of Panic! At The Disco),2Rk4JlNc2TPmZe2af99d45,0.61,0.83,0.728,182.162,193000
168,Taylor Swift,Lover,It’s Nice To Have A Friend,1SmiQ65iSAbPto6gPFlBYm,0.737,0.175,0.545,70.008,150440
169,Taylor Swift,Lover,Daylight,1fzAuUVbzlhZ1lJAx9PtY6,0.557,0.496,0.265,149.983,293453
170,Taylor Swift,Lover (First Dance Remix),Lover - First Dance Remix,2msvOEbkK50foYf9BMXr2X,0.506,0.425,0.214,68.449,233467
171,Taylor Swift,You Need To Calm Down (Clean Bandit Remix),You Need To Calm Down - Clean Bandit Remix,7Bjf96uNizpvXLvNyOJpst,0.726,0.88,0.739,95.037,152773
172,Taylor Swift,ME! (Live From Paris),ME! - Live From Paris,5fOV54t6mMYv3H9CsnvU81,0.545,0.935,0.552,91.014,213027
173,Taylor Swift,The Archer (Live From Paris),The Archer - Live From Paris,2fgiBCtbWo8pijF6M7pN1i,0.473,0.54,0.0995,125.022,210960
174,Taylor Swift,Death By A Thousand Cuts (Live From Paris),Death By A Thousand Cuts - Live From Paris,3oF7Or7T35yhQbGxbCGvRX,0.584,0.655,0.604,91.844,199067
